County,Year,Quarter,Medication_Assisted_Treatment,beneficiaries,status,annotation,annotation_description,Date_of_Data
Stanislaus,2014,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2014,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2014,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2015,Q1,Naloxone,0,F,,,5/4/2023
Stanislaus,2015,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2015,Q3,Naloxone,0,F,,,5/4/2023
Stanislaus,2015,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2016,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2017,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2017,Q3,Naloxone,30,F,,,5/4/2023
Stanislaus,2017,Q4,Naloxone,30,F,,,5/4/2023
Stanislaus,2018,Q1,Naloxone,43,F,,,5/4/2023
Stanislaus,2018,Q2,Naloxone,52,F,,,5/4/2023
Stanislaus,2018,Q3,Naloxone,85,F,,,5/4/2023
Stanislaus,2018,Q4,Naloxone,119,F,,,5/4/2023
Stanislaus,2019,Q1,Naloxone,287,F,,,5/4/2023
Stanislaus,2019,Q2,Naloxone,436,F,,,5/4/2023
Stanislaus,2019,Q3,Naloxone,360,F,,,5/4/2023
Stanislaus,2019,Q4,Naloxone,269,F,,,5/4/2023
Stanislaus,2020,Q1,Naloxone,299,F,,,5/4/2023
Stanislaus,2020,Q2,Naloxone,316,F,,,5/4/2023
Stanislaus,2020,Q3,Naloxone,396,F,,,5/4/2023
Stanislaus,2020,Q4,Naloxone,325,F,,,5/4/2023
Stanislaus,2021,Q1,Naloxone,385,F,,,5/4/2023
Stanislaus,2021,Q2,Naloxone,615,F,,,5/4/2023
Stanislaus,2021,Q3,Naloxone,547,F,,,5/4/2023
Stanislaus,2021,Q4,Naloxone,452,F,,,5/4/2023
Stanislaus,2022,Q1,Naloxone,134,F,,,5/4/2023
Stanislaus,2022,Q2,Naloxone,57,P,,,5/4/2023
Stanislaus,2022,Q3,Naloxone,45,P,,,5/4/2023
Stanislaus,2022,Q4,Naloxone,31,P,,,5/4/2023
Statewide,2010,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2010,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2010,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2010,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2011,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2011,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2011,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2011,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2012,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2012,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2012,Q3,Naloxone,16,F,,,5/4/2023
Statewide,2012,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Statewide,2013,Q1,Naloxone,17,F,,,5/4/2023
Statewide,2013,Q2,Naloxone,42,F,,,5/4/2023
Statewide,2013,Q3,Naloxone,34,F,,,5/4/2023
Statewide,2013,Q4,Naloxone,40,F,,,5/4/2023
Statewide,2014,Q1,Naloxone,122,F,,,5/4/2023
Statewide,2014,Q2,Naloxone,130,F,,,5/4/2023
Statewide,2014,Q3,Naloxone,110,F,,,5/4/2023
Statewide,2014,Q4,Naloxone,127,F,,,5/4/2023
Statewide,2015,Q1,Naloxone,127,F,,,5/4/2023
Statewide,2015,Q2,Naloxone,169,F,,,5/4/2023
Statewide,2015,Q3,Naloxone,153,F,,,5/4/2023
Statewide,2015,Q4,Naloxone,178,F,,,5/4/2023
Statewide,2016,Q1,Naloxone,229,F,,,5/4/2023
Statewide,2016,Q2,Naloxone,302,F,,,5/4/2023
Statewide,2016,Q3,Naloxone,430,F,,,5/4/2023
Statewide,2016,Q4,Naloxone,711,F,,,5/4/2023
Statewide,2017,Q1,Naloxone,935,F,,,5/4/2023
Statewide,2017,Q2,Naloxone,1040,F,,,5/4/2023
Statewide,2017,Q3,Naloxone,1147,F,,,5/4/2023
Statewide,2017,Q4,Naloxone,1585,F,,,5/4/2023
Statewide,2018,Q1,Naloxone,2049,F,,,5/4/2023
Statewide,2018,Q2,Naloxone,2748,F,,,5/4/2023
Statewide,2018,Q3,Naloxone,3378,F,,,5/4/2023
Statewide,2018,Q4,Naloxone,5674,F,,,5/4/2023
Statewide,2019,Q1,Naloxone,19908,F,,,5/4/2023
Statewide,2019,Q2,Naloxone,17111,F,,,5/4/2023
Statewide,2019,Q3,Naloxone,15808,F,,,5/4/2023
Statewide,2019,Q4,Naloxone,13630,F,,,5/4/2023
Statewide,2020,Q1,Naloxone,14958,F,,,5/4/2023
Statewide,2020,Q2,Naloxone,16274,F,,,5/4/2023
Statewide,2020,Q3,Naloxone,16690,F,,,5/4/2023
Statewide,2020,Q4,Naloxone,16144,F,,,5/4/2023
Statewide,2021,Q1,Naloxone,16963,F,,,5/4/2023
Statewide,2021,Q2,Naloxone,19918,F,,,5/4/2023
Statewide,2021,Q3,Naloxone,20097,F,,,5/4/2023
Statewide,2021,Q4,Naloxone,19406,F,,,5/4/2023
Statewide,2022,Q1,Naloxone,8735,F,,,5/4/2023
Statewide,2022,Q2,Naloxone,5194,P,,,5/4/2023
Statewide,2022,Q3,Naloxone,4400,P,,,5/4/2023
Statewide,2022,Q4,Naloxone,4162,P,,,5/4/2023
Sutter,2010,Q1,Naloxone,0,F,,,5/4/2023
Sutter,2010,Q2,Naloxone,0,F,,,5/4/2023
Sutter,2010,Q3,Naloxone,0,F,,,5/4/2023
Sutter,2010,Q4,Naloxone,0,F,,,5/4/2023
Sutter,2011,Q1,Naloxone,0,F,,,5/4/2023
Sutter,2011,Q2,Naloxone,0,F,,,5/4/2023
Sutter,2011,Q3,Naloxone,0,F,,,5/4/2023
Sutter,2011,Q4,Naloxone,0,F,,,5/4/2023
Sutter,2012,Q1,Naloxone,0,F,,,5/4/2023
Sutter,2012,Q2,Naloxone,0,F,,,5/4/2023
Sutter,2012,Q3,Naloxone,0,F,,,5/4/2023
Sutter,2012,Q4,Naloxone,0,F,,,5/4/2023
Sutter,2013,Q1,Naloxone,0,F,,,5/4/2023
Sutter,2013,Q2,Naloxone,0,F,,,5/4/2023
Sutter,2013,Q3,Naloxone,0,F,,,5/4/2023
Sutter,2013,Q4,Naloxone,0,F,,,5/4/2023
Sutter,2014,Q1,Naloxone,0,F,,,5/4/2023
Sutter,2014,Q2,Naloxone,0,F,,,5/4/2023
Sutter,2014,Q3,Naloxone,0,F,,,5/4/2023
Sutter,2014,Q4,Naloxone,0,F,,,5/4/2023
Sutter,2015,Q1,Naloxone,0,F,,,5/4/2023
Sutter,2015,Q2,Naloxone,0,F,,,5/4/2023
Sutter,2015,Q3,Naloxone,0,F,,,5/4/2023
Sutter,2015,Q4,Naloxone,0,F,,,5/4/2023
Sutter,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Sutter,2016,Q2,Naloxone,0,F,,,5/4/2023
Sutter,2016,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Sutter,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Sutter,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Sutter,2017,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Sutter,2017,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Sutter,2017,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Sutter,2018,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Sutter,2018,Q2,Naloxone,0,F,,,5/4/2023
Sutter,2018,Q3,Naloxone,11,F,,,5/4/2023
Sutter,2018,Q4,Naloxone,15,F,,,5/4/2023
Sutter,2019,Q1,Naloxone,45,F,,,5/4/2023
Sutter,2019,Q2,Naloxone,63,F,,,5/4/2023
Sutter,2019,Q3,Naloxone,61,F,,,5/4/2023
Sutter,2019,Q4,Naloxone,40,F,,,5/4/2023
Sutter,2020,Q1,Naloxone,58,F,,,5/4/2023
Sutter,2020,Q2,Naloxone,40,F,,,5/4/2023
Sutter,2020,Q3,Naloxone,38,F,,,5/4/2023
Sutter,2020,Q4,Naloxone,55,F,,,5/4/2023
Sutter,2021,Q1,Naloxone,64,F,,,5/4/2023
Sutter,2021,Q2,Naloxone,78,F,,,5/4/2023
Sutter,2021,Q3,Naloxone,63,F,,,5/4/2023
Sutter,2021,Q4,Naloxone,61,F,,,5/4/2023
Sutter,2022,Q1,Naloxone,38,F,,,5/4/2023
Sutter,2022,Q2,Naloxone,17,P,,,5/4/2023
Sutter,2022,Q3,Naloxone,13,P,,,5/4/2023
Sutter,2022,Q4,Naloxone,13,P,,,5/4/2023
Tehama,2010,Q1,Naloxone,0,F,,,5/4/2023
Tehama,2010,Q2,Naloxone,0,F,,,5/4/2023
Tehama,2010,Q3,Naloxone,0,F,,,5/4/2023
Tehama,2010,Q4,Naloxone,0,F,,,5/4/2023
Tehama,2011,Q1,Naloxone,0,F,,,5/4/2023
Tehama,2011,Q2,Naloxone,0,F,,,5/4/2023
Tehama,2011,Q3,Naloxone,0,F,,,5/4/2023
Tehama,2011,Q4,Naloxone,0,F,,,5/4/2023
Tehama,2012,Q1,Naloxone,0,F,,,5/4/2023
Tehama,2012,Q2,Naloxone,0,F,,,5/4/2023
Tehama,2012,Q3,Naloxone,0,F,,,5/4/2023
Tehama,2012,Q4,Naloxone,0,F,,,5/4/2023
Tehama,2013,Q1,Naloxone,0,F,,,5/4/2023
Tehama,2013,Q2,Naloxone,0,F,,,5/4/2023
Tehama,2013,Q3,Naloxone,0,F,,,5/4/2023
Tehama,2013,Q4,Naloxone,0,F,,,5/4/2023
Tehama,2014,Q1,Naloxone,0,F,,,5/4/2023
Tehama,2014,Q2,Naloxone,0,F,,,5/4/2023
Tehama,2014,Q3,Naloxone,0,F,,,5/4/2023
Tehama,2014,Q4,Naloxone,0,F,,,5/4/2023
Tehama,2015,Q1,Naloxone,0,F,,,5/4/2023
Tehama,2015,Q2,Naloxone,0,F,,,5/4/2023
Tehama,2015,Q3,Naloxone,0,F,,,5/4/2023
Tehama,2015,Q4,Naloxone,0,F,,,5/4/2023
Tehama,2016,Q1,Naloxone,0,F,,,5/4/2023
Tehama,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tehama,2016,Q3,Naloxone,0,F,,,5/4/2023
Tehama,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tehama,2017,Q1,Naloxone,0,F,,,5/4/2023
Tehama,2017,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tehama,2017,Q3,Naloxone,0,F,,,5/4/2023
Tehama,2017,Q4,Naloxone,0,F,,,5/4/2023
Tehama,2018,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tehama,2018,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tehama,2018,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tehama,2018,Q4,Naloxone,14,F,,,5/4/2023
Tehama,2019,Q1,Naloxone,73,F,,,5/4/2023
Tehama,2019,Q2,Naloxone,45,F,,,5/4/2023
Tehama,2019,Q3,Naloxone,37,F,,,5/4/2023
Tehama,2019,Q4,Naloxone,32,F,,,5/4/2023
Tehama,2020,Q1,Naloxone,28,F,,,5/4/2023
Tehama,2020,Q2,Naloxone,39,F,,,5/4/2023
Tehama,2020,Q3,Naloxone,50,F,,,5/4/2023
Tehama,2020,Q4,Naloxone,44,F,,,5/4/2023
Tehama,2021,Q1,Naloxone,62,F,,,5/4/2023
Tehama,2021,Q2,Naloxone,55,F,,,5/4/2023
Tehama,2021,Q3,Naloxone,64,F,,,5/4/2023
Tehama,2021,Q4,Naloxone,65,F,,,5/4/2023
Tehama,2022,Q1,Naloxone,16,F,,,5/4/2023
Tehama,2022,Q2,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Tehama,2022,Q3,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Tehama,2022,Q4,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Tulare,2010,Q1,Naloxone,0,F,,,5/4/2023
Tulare,2010,Q2,Naloxone,0,F,,,5/4/2023
Tulare,2010,Q3,Naloxone,0,F,,,5/4/2023
Tulare,2010,Q4,Naloxone,0,F,,,5/4/2023
Tulare,2011,Q1,Naloxone,0,F,,,5/4/2023
Tulare,2011,Q2,Naloxone,0,F,,,5/4/2023
Tulare,2011,Q3,Naloxone,0,F,,,5/4/2023
Tulare,2011,Q4,Naloxone,0,F,,,5/4/2023
Tulare,2012,Q1,Naloxone,0,F,,,5/4/2023
Tulare,2012,Q2,Naloxone,0,F,,,5/4/2023
Tulare,2012,Q3,Naloxone,0,F,,,5/4/2023
Tulare,2012,Q4,Naloxone,0,F,,,5/4/2023
Tulare,2013,Q1,Naloxone,0,F,,,5/4/2023
Tulare,2013,Q2,Naloxone,0,F,,,5/4/2023
Tulare,2013,Q3,Naloxone,0,F,,,5/4/2023
Tulare,2013,Q4,Naloxone,0,F,,,5/4/2023
Tulare,2014,Q1,Naloxone,0,F,,,5/4/2023
Tulare,2014,Q2,Naloxone,0,F,,,5/4/2023
Tulare,2014,Q3,Naloxone,0,F,,,5/4/2023
Tulare,2014,Q4,Naloxone,0,F,,,5/4/2023
Tulare,2015,Q1,Naloxone,0,F,,,5/4/2023
Tulare,2015,Q2,Naloxone,0,F,,,5/4/2023
Tulare,2015,Q3,Naloxone,0,F,,,5/4/2023
Tulare,2015,Q4,Naloxone,0,F,,,5/4/2023
Tulare,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tulare,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tulare,2016,Q3,Naloxone,0,F,,,5/4/2023
Tulare,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tulare,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tulare,2017,Q2,Naloxone,0,F,,,5/4/2023
Tulare,2017,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tulare,2017,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tulare,2018,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tulare,2018,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tulare,2018,Q3,Naloxone,28,F,,,5/4/2023
Tulare,2018,Q4,Naloxone,51,F,,,5/4/2023
Tulare,2019,Q1,Naloxone,416,F,,,5/4/2023
Tulare,2019,Q2,Naloxone,326,F,,,5/4/2023
Tulare,2019,Q3,Naloxone,173,F,,,5/4/2023
Tulare,2019,Q4,Naloxone,87,F,,,5/4/2023
Tulare,2020,Q1,Naloxone,218,F,,,5/4/2023
Tulare,2020,Q2,Naloxone,169,F,,,5/4/2023
Tulare,2020,Q3,Naloxone,156,F,,,5/4/2023
Tulare,2020,Q4,Naloxone,123,F,,,5/4/2023
Tulare,2021,Q1,Naloxone,297,F,,,5/4/2023
Tulare,2021,Q2,Naloxone,265,F,,,5/4/2023
Tulare,2021,Q3,Naloxone,332,F,,,5/4/2023
Tulare,2021,Q4,Naloxone,247,F,,,5/4/2023
Tulare,2022,Q1,Naloxone,109,F,,,5/4/2023
Tulare,2022,Q2,Naloxone,57,P,,,5/4/2023
Tulare,2022,Q3,Naloxone,62,P,,,5/4/2023
Tulare,2022,Q4,Naloxone,58,P,,,5/4/2023
Tuolumne,2010,Q1,Naloxone,0,F,,,5/4/2023
Tuolumne,2010,Q2,Naloxone,0,F,,,5/4/2023
Tuolumne,2010,Q3,Naloxone,0,F,,,5/4/2023
Tuolumne,2010,Q4,Naloxone,0,F,,,5/4/2023
Tuolumne,2011,Q1,Naloxone,0,F,,,5/4/2023
Tuolumne,2011,Q2,Naloxone,0,F,,,5/4/2023
Tuolumne,2011,Q3,Naloxone,0,F,,,5/4/2023
Tuolumne,2011,Q4,Naloxone,0,F,,,5/4/2023
Tuolumne,2012,Q1,Naloxone,0,F,,,5/4/2023
Tuolumne,2012,Q2,Naloxone,0,F,,,5/4/2023
Tuolumne,2012,Q3,Naloxone,0,F,,,5/4/2023
Tuolumne,2012,Q4,Naloxone,0,F,,,5/4/2023
Tuolumne,2013,Q1,Naloxone,0,F,,,5/4/2023
Tuolumne,2013,Q2,Naloxone,0,F,,,5/4/2023
Tuolumne,2013,Q3,Naloxone,0,F,,,5/4/2023
Tuolumne,2013,Q4,Naloxone,0,F,,,5/4/2023
Tuolumne,2014,Q1,Naloxone,0,F,,,5/4/2023
Tuolumne,2014,Q2,Naloxone,0,F,,,5/4/2023
Tuolumne,2014,Q3,Naloxone,0,F,,,5/4/2023
Tuolumne,2014,Q4,Naloxone,0,F,,,5/4/2023
Tuolumne,2015,Q1,Naloxone,0,F,,,5/4/2023
Tuolumne,2015,Q2,Naloxone,0,F,,,5/4/2023
Tuolumne,2015,Q3,Naloxone,0,F,,,5/4/2023
Tuolumne,2015,Q4,Naloxone,0,F,,,5/4/2023
Tuolumne,2016,Q1,Naloxone,0,F,,,5/4/2023
Tuolumne,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tuolumne,2016,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tuolumne,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tuolumne,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tuolumne,2017,Q2,Naloxone,11,F,,,5/4/2023
Tuolumne,2017,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tuolumne,2017,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tuolumne,2018,Q1,Naloxone,0,F,,,5/4/2023
Tuolumne,2018,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tuolumne,2018,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Tuolumne,2018,Q4,Naloxone,18,F,,,5/4/2023
Tuolumne,2019,Q1,Naloxone,92,F,,,5/4/2023
Tuolumne,2019,Q2,Naloxone,33,F,,,5/4/2023
Tuolumne,2019,Q3,Naloxone,19,F,,,5/4/2023
Tuolumne,2019,Q4,Naloxone,21,F,,,5/4/2023
Tuolumne,2020,Q1,Naloxone,47,F,,,5/4/2023
Tuolumne,2020,Q2,Naloxone,35,F,,,5/4/2023
Tuolumne,2020,Q3,Naloxone,32,F,,,5/4/2023
Tuolumne,2020,Q4,Naloxone,32,F,,,5/4/2023
Tuolumne,2021,Q1,Naloxone,66,F,,,5/4/2023
Tuolumne,2021,Q2,Naloxone,64,F,,,5/4/2023
Tuolumne,2021,Q3,Naloxone,76,F,,,5/4/2023
Tuolumne,2021,Q4,Naloxone,61,F,,,5/4/2023
Tuolumne,2022,Q1,Naloxone,17,F,,,5/4/2023
Tuolumne,2022,Q2,Naloxone,15,P,,,5/4/2023
Tuolumne,2022,Q3,Naloxone,15,P,,,5/4/2023
Tuolumne,2022,Q4,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Ventura,2010,Q1,Naloxone,0,F,,,5/4/2023
Ventura,2010,Q2,Naloxone,0,F,,,5/4/2023
Ventura,2010,Q3,Naloxone,0,F,,,5/4/2023
Ventura,2010,Q4,Naloxone,0,F,,,5/4/2023
Ventura,2011,Q1,Naloxone,0,F,,,5/4/2023
Ventura,2011,Q2,Naloxone,0,F,,,5/4/2023
Ventura,2011,Q3,Naloxone,0,F,,,5/4/2023
Ventura,2011,Q4,Naloxone,0,F,,,5/4/2023
Ventura,2012,Q1,Naloxone,0,F,,,5/4/2023
Ventura,2012,Q2,Naloxone,0,F,,,5/4/2023
Ventura,2012,Q3,Naloxone,0,F,,,5/4/2023
Ventura,2012,Q4,Naloxone,0,F,,,5/4/2023
Ventura,2013,Q1,Naloxone,0,F,,,5/4/2023
Ventura,2013,Q2,Naloxone,0,F,,,5/4/2023
Ventura,2013,Q3,Naloxone,0,F,,,5/4/2023
Ventura,2013,Q4,Naloxone,0,F,,,5/4/2023
Ventura,2014,Q1,Naloxone,0,F,,,5/4/2023
Ventura,2014,Q2,Naloxone,0,F,,,5/4/2023
Ventura,2014,Q3,Naloxone,0,F,,,5/4/2023
Ventura,2014,Q4,Naloxone,0,F,,,5/4/2023
Ventura,2015,Q1,Naloxone,0,F,,,5/4/2023
Ventura,2015,Q2,Naloxone,0,F,,,5/4/2023
Ventura,2015,Q3,Naloxone,0,F,,,5/4/2023
Ventura,2015,Q4,Naloxone,0,F,,,5/4/2023
Ventura,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Ventura,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Ventura,2016,Q3,Naloxone,27,F,,,5/4/2023
Ventura,2016,Q4,Naloxone,28,F,,,5/4/2023
Ventura,2017,Q1,Naloxone,18,F,,,5/4/2023
Ventura,2017,Q2,Naloxone,33,F,,,5/4/2023
Ventura,2017,Q3,Naloxone,18,F,,,5/4/2023
Ventura,2017,Q4,Naloxone,66,F,,,5/4/2023
Ventura,2018,Q1,Naloxone,60,F,,,5/4/2023
Ventura,2018,Q2,Naloxone,32,F,,,5/4/2023
Ventura,2018,Q3,Naloxone,40,F,,,5/4/2023
Ventura,2018,Q4,Naloxone,89,F,,,5/4/2023
Ventura,2019,Q1,Naloxone,278,F,,,5/4/2023
Ventura,2019,Q2,Naloxone,210,F,,,5/4/2023
Ventura,2019,Q3,Naloxone,237,F,,,5/4/2023
Ventura,2019,Q4,Naloxone,170,F,,,5/4/2023
Ventura,2020,Q1,Naloxone,173,F,,,5/4/2023
Ventura,2020,Q2,Naloxone,174,F,,,5/4/2023
Ventura,2020,Q3,Naloxone,200,F,,,5/4/2023
Ventura,2020,Q4,Naloxone,222,F,,,5/4/2023
Ventura,2021,Q1,Naloxone,223,F,,,5/4/2023
Ventura,2021,Q2,Naloxone,323,F,,,5/4/2023
Ventura,2021,Q3,Naloxone,295,F,,,5/4/2023
Ventura,2021,Q4,Naloxone,281,F,,,5/4/2023
Ventura,2022,Q1,Naloxone,90,F,,,5/4/2023
Ventura,2022,Q2,Naloxone,71,P,,,5/4/2023
Ventura,2022,Q3,Naloxone,68,P,,,5/4/2023
Ventura,2022,Q4,Naloxone,70,P,,,5/4/2023
Yolo,2010,Q1,Naloxone,0,F,,,5/4/2023
Yolo,2010,Q2,Naloxone,0,F,,,5/4/2023
Yolo,2010,Q3,Naloxone,0,F,,,5/4/2023
Yolo,2010,Q4,Naloxone,0,F,,,5/4/2023
Yolo,2011,Q1,Naloxone,0,F,,,5/4/2023
Yolo,2011,Q2,Naloxone,0,F,,,5/4/2023
Yolo,2011,Q3,Naloxone,0,F,,,5/4/2023
Yolo,2011,Q4,Naloxone,0,F,,,5/4/2023
Yolo,2012,Q1,Naloxone,0,F,,,5/4/2023
Yolo,2012,Q2,Naloxone,0,F,,,5/4/2023
Yolo,2012,Q3,Naloxone,0,F,,,5/4/2023
Yolo,2012,Q4,Naloxone,0,F,,,5/4/2023
Yolo,2013,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Yolo,2013,Q2,Naloxone,0,F,,,5/4/2023
Yolo,2013,Q3,Naloxone,0,F,,,5/4/2023
Yolo,2013,Q4,Naloxone,0,F,,,5/4/2023
Yolo,2014,Q1,Naloxone,0,F,,,5/4/2023
Yolo,2014,Q2,Naloxone,0,F,,,5/4/2023
Yolo,2014,Q3,Naloxone,0,F,,,5/4/2023
Yolo,2014,Q4,Naloxone,0,F,,,5/4/2023
Yolo,2015,Q1,Naloxone,0,F,,,5/4/2023
Yolo,2015,Q2,Naloxone,0,F,,,5/4/2023
Yolo,2015,Q3,Naloxone,0,F,,,5/4/2023
Yolo,2015,Q4,Naloxone,0,F,,,5/4/2023
Yolo,2016,Q1,Naloxone,0,F,,,5/4/2023
Yolo,2016,Q2,Naloxone,0,F,,,5/4/2023
Yolo,2016,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Yolo,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Yolo,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Yolo,2017,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Yolo,2017,Q3,Naloxone,17,F,,,5/4/2023
Yolo,2017,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Yolo,2018,Q1,Naloxone,16,F,,,5/4/2023
Yolo,2018,Q2,Naloxone,13,F,,,5/4/2023
Yolo,2018,Q3,Naloxone,20,F,,,5/4/2023
Yolo,2018,Q4,Naloxone,35,F,,,5/4/2023
Yolo,2019,Q1,Naloxone,111,F,,,5/4/2023
Yolo,2019,Q2,Naloxone,97,F,,,5/4/2023
Yolo,2019,Q3,Naloxone,102,F,,,5/4/2023
Yolo,2019,Q4,Naloxone,87,F,,,5/4/2023
Yolo,2020,Q1,Naloxone,83,F,,,5/4/2023
Yolo,2020,Q2,Naloxone,100,F,,,5/4/2023
Yolo,2020,Q3,Naloxone,86,F,,,5/4/2023
Yolo,2020,Q4,Naloxone,77,F,,,5/4/2023
Yolo,2021,Q1,Naloxone,75,F,,,5/4/2023
Yolo,2021,Q2,Naloxone,108,F,,,5/4/2023
Yolo,2021,Q3,Naloxone,104,F,,,5/4/2023
Yolo,2021,Q4,Naloxone,101,F,,,5/4/2023
Yolo,2022,Q1,Naloxone,33,F,,,5/4/2023
Yolo,2022,Q2,Naloxone,13,P,,,5/4/2023
Yolo,2022,Q3,Naloxone,63,P,,,5/4/2023
Yolo,2022,Q4,Naloxone,16,P,,,5/4/2023
Yuba,2010,Q1,Naloxone,0,F,,,5/4/2023
Yuba,2010,Q2,Naloxone,0,F,,,5/4/2023
Yuba,2010,Q3,Naloxone,0,F,,,5/4/2023
Yuba,2010,Q4,Naloxone,0,F,,,5/4/2023
Yuba,2011,Q1,Naloxone,0,F,,,5/4/2023
Yuba,2011,Q2,Naloxone,0,F,,,5/4/2023
Yuba,2011,Q3,Naloxone,0,F,,,5/4/2023
Yuba,2011,Q4,Naloxone,0,F,,,5/4/2023
Yuba,2012,Q1,Naloxone,0,F,,,5/4/2023
Yuba,2012,Q2,Naloxone,0,F,,,5/4/2023
Yuba,2012,Q3,Naloxone,0,F,,,5/4/2023
Yuba,2012,Q4,Naloxone,0,F,,,5/4/2023
Yuba,2013,Q1,Naloxone,0,F,,,5/4/2023
Yuba,2013,Q2,Naloxone,0,F,,,5/4/2023
Yuba,2013,Q3,Naloxone,0,F,,,5/4/2023
Yuba,2013,Q4,Naloxone,0,F,,,5/4/2023
Yuba,2014,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Yuba,2014,Q2,Naloxone,0,F,,,5/4/2023
Yuba,2014,Q3,Naloxone,0,F,,,5/4/2023
Yuba,2014,Q4,Naloxone,0,F,,,5/4/2023
Yuba,2015,Q1,Naloxone,0,F,,,5/4/2023
